mes_aba,data,descricao,valor,tipo,categoria,status_import,member_id,received_from_other
FEV25,2025-02-16,,24.37,despesa,Material de Limpeza,OK,,
FEV25,2025-02-16,Dízimo,124.0,receita,Dízimo,OK,,true
FEV25,2025-02-16,Oferta,73.0,receita,Oferta,OK,,true
FEV25,2025-02-18,Pagamento mês de fevereiro - App,75.0,despesa,App da igreja,OK,,
FEV25,2025-02-19,Oferta,8.05,receita,Oferta,OK,,true
FEV25,2025-02-21,Bateria 9v,21.99,despesa,Equipamentos,OK,,
FEV25,2025-02-21,,200.0,receita,Dízimo,OK,,true
FEV25,2025-02-21,,200.0,receita,Dízimo,OK,,true
FEV25,2025-02-22,,25.0,receita,Dízimo,OK,,true
FEV25,2025-02-23,,200.0,despesa,Pregador da noite (convidado),OK,,
FEV25,2025-02-23,,100.0,receita,Dízimo,OK,,true
FEV25,2025-02-23,dízimo,140.0,receita,Dízimo,OK,,true
FEV25,2025-02-23,Oferta (Vigília),17.6,receita,Oferta,OK,,true
FEV25,2025-02-23,dízimo,135.0,receita,Dízimo,OK,,true
FEV25,2025-02-23,oferta,39.0,receita,Oferta,OK,,true
FEV25,2025-02-26,4 Galões de água,32.0,despesa,Água,OK,,
FEV25,2025-02-26,Oferta,39.0,receita,Oferta,OK,,true
FEV25,2025-02-28,,1883.54,despesa,Prebenda Pastoral,OK,,
FEV25,2025-02-28,Gasolina (Luziânia),100.0,despesa,Combustível,OK,,
MAR25,2025-03-01,Gasolina (Luziânia),90.0,despesa,Combustível,OK,,
MAR25,2025-03-01,OLEO DIESEL,100.0,despesa,Combustível,OK,,
MAR25,2025-03-02,dízimo,139.0,receita,Dízimo,OK,,true
MAR25,2025-03-02,dízimo,55.0,receita,Dízimo,OK,,true
MAR25,2025-03-02,dízimo,150.0,receita,Dízimo,OK,,true
MAR25,2025-03-02,dízimo,100.0,receita,Dízimo,OK,,true
MAR25,2025-03-02,dízimo,152.0,receita,Dízimo,OK,,true
MAR25,2025-03-02,oferta,79.2,receita,Oferta,OK,,true
MAR25,2025-03-03,Gasolina (Luziânia),100.0,despesa,Combustível,OK,,
MAR25,2025-03-03,Café da manhã,80.74,despesa,Alimentos,OK,,
MAR25,2025-03-05,Dízimo,70.0,receita,Dízimo,OK,,true
MAR25,2025-03-05,,45.05,receita,Oferta,OK,,true
MAR25,2025-03-06,,320.0,receita,Dízimo,OK,,true
MAR25,2025-03-06,,276.23,receita,Dízimo,OK,,true
MAR25,2025-03-06,,250.0,receita,Dízimo,OK,,true
MAR25,2025-03-06,,175.0,receita,Dízimo,OK,,true
MAR25,2025-03-07,,103.54,despesa,Internet,OK,,
MAR25,2025-03-07,,160.0,receita,Dízimo,OK,,true
MAR25,2025-03-08,Gasolina,50.0,despesa,Combustível,OK,,
MAR25,2025-03-08,,150.0,receita,Dízimo,OK,,true
MAR25,2025-03-08,,5.0,receita,Dízimo,OK,,true
MAR25,2025-03-08,,70.6,receita,Dízimo,OK,,true
MAR25,2025-03-08,,300.0,receita,Dízimo,OK,,true
MAR25,2025-03-08,Oferta,71.6,receita,Oferta,OK,,true
MAR25,2025-03-09,Gasolina,100.0,despesa,Combustível,OK,,
MAR25,2025-03-09,Dízimo,150.0,receita,Dízimo,OK,,true
MAR25,2025-03-09,Dízimo,179.0,receita,Dízimo,OK,,true
MAR25,2025-03-09,,81.0,receita,Oferta,OK,,true
MAR25,2025-03-12,Zeladoria,250.0,despesa,Zeladoria,OK,,
MAR25,2025-03-12,Dízimo,250.0,receita,Dízimo,OK,,true
MAR25,2025-03-12,Oferta,7.7,receita,Oferta,OK,,true
MAR25,2025-03-16,Zeladoria,110.0,despesa,Zeladoria,OK,,
MAR25,2025-03-16,Bateria 9v,19.9,despesa,Equipamentos,OK,,
MAR25,2025-03-16,Dízimo,174.0,receita,Dízimo,OK,,true
MAR25,2025-03-16,Oferta,80.5,receita,Oferta,OK,,true
MAR25,2025-03-17,Material de limpeza,26.75,despesa,Material de Limpeza,OK,,
MAR25,2025-03-17,Dízimo,290.0,receita,Dízimo,OK,,true
MAR25,2025-03-19,Dízimo,40.0,receita,Dízimo,OK,,true
MAR25,2025-03-19,Oferta,61.15,receita,Oferta,OK,,true
MAR25,2025-03-23,Bombons visitantes,54.19,despesa,Utilidades,OK,,
MAR25,2025-03-23,Copos descartavéis,11.1,despesa,Utilidades,OK,,
MAR25,2025-03-23,Dízimo,180.0,receita,Dízimo,OK,,true
MAR25,2025-03-23,Dízimo,184.0,receita,Dízimo,OK,,true
MAR25,2025-03-23,Oferta,295.1,receita,Oferta,OK,,true
MAR25,2025-03-24,,75.0,despesa,App da igreja,OK,,
MAR25,2025-03-24,,350.0,despesa,Mão de obra,OK,,
MAR25,2025-03-26,Oferta,7.0,receita,Oferta,OK,,true
MAR25,2025-03-27,internet,103.01,despesa,Internet,OK,,
MAR25,2025-03-29,Dízimo,25.0,receita,Dízimo,OK,,true
MAR25,2025-03-29,Dízimo,20.0,receita,Dízimo,OK,,true
MAR25,2025-03-30,Copos,7.69,despesa,Utilidades,OK,,
MAR25,2025-03-30,,300.0,despesa,,REVISAR,,
MAR25,2025-03-30,Dízimo,167.0,receita,Dízimo,OK,,true
MAR25,2025-03-30,Dízimo,238.0,receita,Dízimo,OK,,true
MAR25,2025-03-30,Oferta (Pix),17.0,receita,Oferta,OK,,true
MAR25,2025-03-30,Oferta,321.5,receita,Oferta,OK,,true
MAR25,2025-03-31,Compras do mês de Abril,260.81,despesa,Utilidades,OK,,
MAR25,2025-03-31,Dízimo,700.0,receita,Dízimo,OK,,true
MAR25,2025-03-31,Dízimo,740.0,receita,Dízimo,OK,,true
ABRI25,2025-04-02,Dízimo,276.23,receita,Dízimo,OK,,true
ABRI25,2025-04-02,Dízimo,120.0,receita,Dízimo,OK,,true
ABRI25,2025-04-02,Oferta,34.05,receita,Oferta,OK,,true
ABRI25,2025-04-03,Dízimo,160.0,receita,Dízimo,OK,,true
ABRI25,2025-04-04,Dízimo,180.0,receita,Dízimo,OK,,true
ABRI25,2025-04-04,Dízimo,213.75,receita,Dízimo,OK,,true
ABRI25,2025-04-06,Zeladoria,360.0,despesa,Zeladoria,OK,,
ABRI25,2025-04-06,Dízimo,164.0,receita,Dízimo,OK,,true
ABRI25,2025-04-06,Dízimo,150.0,receita,Dízimo,OK,,true
ABRI25,2025-04-06,Dízimo,200.0,receita,Dízimo,OK,,true
ABRI25,2025-04-06,Dízimo,250.0,receita,Dízimo,OK,,true
ABRI25,2025-04-06,Oferta,143.8,receita,Oferta,OK,,true
ABRI25,2025-04-07,,350.0,despesa,Mão de obra,OK,,
ABRI25,2025-04-07,Cadeado,18.9,despesa,Utilidades,OK,,
ABRI25,2025-04-07,Fechadura,68.0,despesa,Utilidades,OK,,
ABRI25,2025-04-07,Cópia de chave,112.0,despesa,Utilidades,OK,,
ABRI25,2025-04-07,Cópia de chave,30.0,despesa,Utilidades,OK,,
ABRI25,2025-04-07,Santa Ceia (4 caixas),196.0,despesa,,REVISAR,,
ABRI25,2025-04-07,Presente do Pr. Presidente,300.0,despesa,,REVISAR,,
ABRI25,2025-04-07,Dízimo,261.59,receita,Dízimo,OK,,true
ABRI25,2025-04-07,Dízimo,329.1,receita,Dízimo,OK,,true
ABRI25,2025-04-09,Oferta,12.5,receita,Oferta,OK,,true
ABRI25,2025-04-13,Dízimo,186.0,receita,Dízimo,OK,,true
ABRI25,2025-04-13,Oferta,24.7,receita,Oferta,OK,,true
ABRI25,2025-04-14,,350.0,despesa,Mão de obra,OK,,
ABRI25,2025-04-16,Conserto Violão,141.0,despesa,Utilidades,OK,,
ABRI25,2025-04-16,Dízimo,80.24,receita,Dízimo,OK,,true
ABRI25,2025-04-16,Oferta,6.15,receita,Oferta,OK,,true
ABRI25,2025-04-20,Dízimo,150.0,receita,Dízimo,OK,,true
ABRI25,2025-04-20,Dízimo,190.0,receita,Dízimo,OK,,true
ABRI25,2025-04-20,Oferta,70.0,receita,Oferta,OK,,true
ABRI25,2025-04-23,Dízimo,100.0,receita,Dízimo,OK,,true
ABRI25,2025-04-23,Oferta,33.0,receita,Oferta,OK,,true
ABRI25,2025-04-25,Dízimo,228.0,receita,Dízimo,OK,,true
ABRI25,2025-04-26,Dízimo,140.0,receita,Dízimo,OK,,true
ABRI25,2025-04-27,Dízimo,100.0,receita,Dízimo,OK,,true
ABRI25,2025-04-27,Dízimo,160.0,receita,Dízimo,OK,,true
ABRI25,2025-04-27,Oferta,109.65,receita,Oferta,OK,,true
ABRI25,2025-04-28,App,75.0,despesa,App da igreja,OK,,
ABRI25,2025-04-28,Dízimo,740.0,receita,Dízimo,OK,,true
ABRI25,2025-04-30,,2032.98,despesa,Prebenda Pastoral,OK,,
ABRI25,2025-04-30,,1616.92,despesa,Prebenda Pastoral,OK,,
ABRI25,2025-04-30,Dízimo,170.0,receita,Dízimo,OK,,true
ABRI25,2025-04-30,Dízimo,320.0,receita,Dízimo,OK,,true
ABRI25,2025-04-30,Dízimo,80.0,receita,Dízimo,OK,,true
ABRI25,2025-04-30,Oferta,7.0,receita,Oferta,OK,,true
MAI25,2025-05-01,Dízimo,214.1,receita,Dízimo,OK,,true
MAI25,2025-05-03,Dízimo,276.23,receita,Dízimo,OK,,true
MAI25,2025-05-04,,25.0,receita,Dízimo,OK,,true
MAI25,2025-05-04,Dízimo,164.0,receita,Dízimo,OK,,true
MAI25,2025-05-04,Dízimo,70.0,receita,Dízimo,OK,,true
MAI25,2025-05-04,,30.0,receita,Oferta,OK,,true
MAI25,2025-05-04,Oferta,87.25,receita,Oferta,OK,,true
MAI25,2025-05-05,Encardenadora,327.24,despesa,Equipamentos,OK,,
MAI25,2025-05-05,Internet,99.9,despesa,Internet,OK,,
MAI25,2025-05-05,,350.0,despesa,,REVISAR,,
MAI25,2025-05-05,Dízimo,240.0,receita,Dízimo,OK,,true
MAI25,2025-05-05,Dízimo,160.0,receita,Dízimo,OK,,true
MAI25,2025-05-05,Dízimo,100.0,receita,Dízimo,OK,,true
MAI25,2025-05-05,Dízimo,150.0,receita,Dízimo,OK,,true
MAI25,2025-05-06,Dízimo,200.0,receita,Dízimo,OK,,true
MAI25,2025-05-06,Dízimo,180.0,receita,Dízimo,OK,,true
MAI25,2025-05-08,Água,48.0,despesa,Água,OK,,
MAI25,2025-05-09,Dízimo,326.3,receita,Dízimo,OK,,true
MAI25,2025-05-10,Despesas da aula de canto,200.0,despesa,,REVISAR,,
MAI25,2025-05-11,Dízimo,152.0,receita,Dízimo,OK,,true
MAI25,2025-05-11,Dízimo,245.0,receita,Dízimo,OK,,true
MAI25,2025-05-11,Dízimo,150.0,receita,Dízimo,OK,,true
MAI25,2025-05-11,Dízimo,250.0,receita,Dízimo,OK,,true
MAI25,2025-05-11,Dízimo,125.0,receita,Dízimo,OK,,true
MAI25,2025-05-11,Dízimo,400.0,receita,Dízimo,OK,,true
MAI25,2025-05-11,Oferta (pix),5.0,receita,Oferta,OK,,true
MAI25,2025-05-11,Oferta,78.0,receita,Oferta,OK,,true
MAI25,2025-05-11,Dízimo,167.0,receita,Dízimo,OK,,true
MAI25,2025-05-12,Zeladoria,380.0,despesa,Zeladoria,OK,,
MAI25,2025-05-13,Pedido dos cálices,147.0,despesa,Utilidades,OK,,
MAI25,2025-05-13,Dízimo,192.0,receita,Dízimo,OK,,true
MAI25,2025-05-14,Oferta,2.0,receita,Oferta,OK,,true
MAI25,2025-05-18,Dízimo,200.0,receita,Dízimo,OK,,true
MAI25,2025-05-18,Dízimo,154.0,receita,Dízimo,OK,,true
MAI25,2025-05-18,Oferta,205.35,receita,Oferta,OK,,true
MAI25,2025-05-21,Oferta,23.8,receita,Oferta,OK,,true
MAI25,2025-05-22,Dízimo,40.0,receita,Dízimo,OK,,true
MAI25,2025-05-25,Aluguel das mesas(reunião de obreiros),84.0,despesa,,REVISAR,,
MAI25,2025-05-25,Dízimo,180.0,receita,Dízimo,OK,,true
MAI25,2025-05-25,Dízimo,40.0,receita,Dízimo,OK,,true
MAI25,2025-05-25,Dízimo,107.09,receita,Dízimo,OK,,true
MAI25,2025-05-25,Oferta,62.0,receita,Oferta,OK,,true
MAI25,2025-05-27,gasolina,250.0,despesa,Combustível,OK,,
MAI25,2025-05-27,Dízimo,228.0,receita,Dízimo,OK,,true
MAI25,2025-05-28,App,75.0,despesa,App da igreja,OK,,
MAI25,2025-05-28,Oferta,9.85,receita,Oferta,OK,,true
MAI25,2025-05-30,Dízimo,25.0,receita,Dízimo,OK,,true
MAI25,2025-05-30,Dízimo,300.0,receita,Dízimo,OK,,true
MAI25,2025-05-31,,1669.19,despesa,Prebenda Pastoral,OK,,
JUN25,2025-06-01,Dízimo,61.0,receita,Dízimo,OK,,true
JUN25,2025-06-01,Dízimo,155.0,receita,Dízimo,OK,,true
JUN25,2025-06-01,Oferta,86.0,receita,Oferta,OK,,true
JUN25,2025-06-03,Dízimo,150.0,receita,Dízimo,OK,,true
JUN25,2025-06-04,Dízimo,80.0,receita,Dízimo,OK,,true
JUN25,2025-06-04,Oferta,53.0,receita,Oferta,OK,,true
JUN25,2025-06-05,Gasolina,100.0,despesa,Combustível,OK,,
JUN25,2025-06-05,Dízimo,306.0,receita,Dízimo,OK,,true
JUN25,2025-06-05,Dízimo,80.24,receita,Dízimo,OK,,true
JUN25,2025-06-05,Dízimo,376.23,receita,Dízimo,OK,,true
JUN25,2025-06-06,Cartazes,176.0,despesa,Utilidades,OK,,
JUN25,2025-06-07,Painel,37.0,despesa,Utilidades,OK,,
JUN25,2025-06-07,Jantar dos casais,382.34,despesa,Alimentos,OK,,
JUN25,2025-06-08,Dízimo,200.0,receita,Dízimo,OK,,true
JUN25,2025-06-08,Dízimo,160.0,receita,Dízimo,OK,,true
JUN25,2025-06-08,Dízimo,152.0,receita,Dízimo,OK,,true
JUN25,2025-06-08,Dízimo,60.0,receita,Dízimo,OK,,true
JUN25,2025-06-08,Dízimo,205.0,receita,Dízimo,OK,,true
JUN25,2025-06-08,Oferta,107.85,receita,Oferta,OK,,true
JUN25,2025-06-09,Zeladoria,400.0,despesa,Zeladoria,OK,,
JUN25,2025-06-09,,928.0,despesa,,REVISAR,,
JUN25,2025-06-09,Dízimo,750.0,receita,Dízimo,OK,,true
JUN25,2025-06-10,,800.0,despesa,,REVISAR,,
JUN25,2025-06-15,Dízimo,100.0,receita,Dízimo,OK,,true
JUN25,2025-06-15,Dízimo,160.0,receita,Dízimo,OK,,true
JUN25,2025-06-18,Oferta,62.0,receita,Oferta,OK,,true
JUN25,2025-06-19,Dízimo,1000.0,receita,Dízimo,OK,,true
JUN25,2025-06-21,Dízimo,60.0,receita,Dízimo,OK,,true
JUN25,2025-06-22,Dízimo,150.0,receita,Dízimo,OK,,true
JUN25,2025-06-22,Dízimo,180.0,receita,Dízimo,OK,,true
JUN25,2025-06-22,Dízimo,160.0,receita,Dízimo,OK,,true
JUN25,2025-06-22,Dízimo,370.0,receita,Dízimo,OK,,true
JUN25,2025-06-22,Oferta,84.0,receita,Oferta,OK,,true
JUN25,2025-06-24,Dízimo,70.0,receita,Dízimo,OK,,true
JUN25,2025-06-25,Internet,103.0,despesa,Internet,OK,,
JUN25,2025-06-25,,700.0,despesa,,REVISAR,,
JUN25,2025-06-25,Dízimo,152.0,receita,Dízimo,OK,,true
JUN25,2025-06-25,Dízimo,10.0,receita,Dízimo,OK,,true
JUN25,2025-06-26,Compras para igreja,404.0,despesa,Utilidades,OK,,
JUN25,2025-06-27,Dízimo,600.0,receita,Dízimo,OK,,true
JUN25,2025-06-28,Dízimo,80.0,receita,Dízimo,OK,,true
JUN25,2025-06-29,Dízimo,160.0,receita,Dízimo,OK,,true
JUN25,2025-06-29,Oferta,70.1,receita,Oferta,OK,,true
JUN25,2025-06-30,,1935.12,despesa,Prebenda Pastoral,OK,,
JUN25,2025-06-30,,700.0,despesa,,REVISAR,,
JUL25,2025-07-02,Oferta,4.0,receita,Oferta,OK,,true
JUL25,2025-07-03,Dízimo,41.0,receita,Dízimo,OK,,true
JUL25,2025-07-04,Dízimo,180.0,receita,Dízimo,OK,,true
JUL25,2025-07-04,Dízimo,180.0,receita,Dízimo,OK,,true
JUL25,2025-07-05,Dízimo,330.0,receita,Dízimo,OK,,true
JUL25,2025-07-05,Dízimo,25.0,receita,Dízimo,OK,,true
JUL25,2025-07-05,Dízimo,42.2,receita,Dízimo,OK,,true
JUL25,2025-07-05,Dízimo,273.23,receita,Dízimo,OK,,true
JUL25,2025-07-06,Zeladoria,360.0,despesa,Zeladoria,OK,,
JUL25,2025-07-06,Dízimo,145.0,receita,Dízimo,OK,,true
JUL25,2025-07-06,Dízimo,340.0,receita,Dízimo,OK,,true
JUL25,2025-07-06,Dízimo,150.0,receita,Dízimo,OK,,true
JUL25,2025-07-06,Dízimo,150.0,receita,Dízimo,OK,,true
JUL25,2025-07-06,Dízimo,1100.0,receita,Dízimo,OK,,true
JUL25,2025-07-06,Oferta,66.9,receita,Oferta,OK,,true
JUL25,2025-07-07,Gasolina,300.0,despesa,Combustível,OK,,
JUL25,2025-07-07,,600.0,despesa,,REVISAR,,
JUL25,2025-07-07,Dízimo,200.0,receita,Dízimo,OK,,true
JUL25,2025-07-09,App,75.0,despesa,App da igreja,OK,,
JUL25,2025-07-09,Oferta,7.5,receita,Oferta,OK,,true
JUL25,2025-07-10,Dízimo,148.39,receita,Dízimo,OK,,true
JUL25,2025-07-13,,130.0,despesa,Combustível,OK,,
JUL25,2025-07-13,Cesta Pr. Rodrigo,40.24,despesa,Alimentos,OK,,
JUL25,2025-07-13,Cesta Pr. Rodrigo,22.33,despesa,Alimentos,OK,,
JUL25,2025-07-13,Cesta Pr. Rodrigo,11.78,despesa,Alimentos,OK,,
JUL25,2025-07-13,Dízimo,250.0,receita,Dízimo,OK,,true
JUL25,2025-07-13,Dízimo,185.0,receita,Dízimo,OK,,true
JUL25,2025-07-13,Dízimo,164.0,receita,Dízimo,OK,,true
JUL25,2025-07-13,Dízimo,150.0,receita,Dízimo,OK,,true
JUL25,2025-07-13,Oferta,54.2,receita,Oferta,OK,,true
JUL25,2025-07-14,,200.0,despesa,,REVISAR,,
JUL25,2025-07-16,gasolina,100.0,despesa,Combustível,OK,,
JUL25,2025-07-16,Oferta,4.35,receita,Oferta,OK,,true
JUL25,2025-07-20,Dízimo,160.0,receita,Dízimo,OK,,true
JUL25,2025-07-20,Oferta,61.0,receita,Oferta,OK,,true
JUL25,2025-07-20,Oferta(Pix),60.0,receita,Oferta,OK,,true
JUL25,2025-07-23,Oferta,21.85,receita,Oferta,OK,,true
JUL25,2025-07-23,Oferta (Pix),8.0,receita,Oferta,OK,,true
JUL25,2025-07-26,Mão de obra,200.0,despesa,Mão de obra,OK,,
JUL25,2025-07-26,,200.0,despesa,Materiais Escritório,OK,,
JUL25,2025-07-27,material de construção,219.9,despesa,Material de Construção,OK,,
JUL25,2025-07-27,Dízimo,10.0,receita,Dízimo,OK,,true
JUL25,2025-07-27,Dízimo,78.0,receita,Dízimo,OK,,true
JUL25,2025-07-27,Dízimo,155.0,receita,Dízimo,OK,,true
JUL25,2025-07-27,Oferta,22.0,receita,Oferta,OK,,true
JUL25,2025-07-27,Oferta (pix),20.0,receita,Oferta,OK,,true
JUL25,2025-07-28,Gasolina,100.0,despesa,Combustível,OK,,
JUL25,2025-07-28,,304.0,despesa,Utilidades,OK,,
JUL25,2025-07-28,Materiais de construção,31.0,despesa,Material de Construção,OK,,
JUL25,2025-07-30,Dízimo,42.0,receita,Dízimo,OK,,true
JUL25,2025-07-31,,1469.58,despesa,Prebenda Pastoral,OK,,
JUL25,2025-07-31,Dízimo,70.0,receita,Dízimo,OK,,true
AGO25,2025-08-01,Gasolina,85.0,despesa,Combustível,OK,,
AGO25,2025-08-01,Materiais de construção,33.8,despesa,Material de Construção,OK,,
AGO25,2025-08-01,Materiais de construção,70.0,despesa,Material de Construção,OK,,
AGO25,2025-08-01,Materiais de construção,50.0,despesa,Material de Construção,OK,,
AGO25,2025-08-03,Dízimo,160.0,receita,Dízimo,OK,,true
AGO25,2025-08-03,Dízimo,50.0,receita,Dízimo,OK,,true
AGO25,2025-08-03,Dízimo,320.0,receita,Dízimo,OK,,true
AGO25,2025-08-03,Oferta (pix),20.0,receita,Oferta,OK,,true
AGO25,2025-08-03,Oferta,48.65,receita,Oferta,OK,,true
