mes_aba,data,descricao,valor,tipo,categoria,status_import,member_id,received_from_other
FEV26,2026-02-19,Gasolina,60.00,despesa,Combustível,OK,,
FEV26,2026-02-20,Banqueta Allegra preta,649.50,despesa,Móveis,OK,,
FEV26,2026-02-22,Dízimo,72.00,receita,Dízimo,OK,,Importação 2026
FEV26,2026-02-22,Oferta,246.00,receita,Oferta,OK,,Importação 2026
FEV26,2026-02-24,Dízimo,165.00,receita,Dízimo,OK,,Importação 2026
FEV26,2026-02-25,Dízimo,50.00,receita,Dízimo,OK,,Importação 2026
FEV26,2026-02-27,Dízimo,232.50,receita,Dízimo,OK,,Importação 2026
FEV26,2026-02-28,Prebenda Pastoral,1215.46,despesa,Prebenda Pastoral,OK,,
MAR26,2026-03-01,Cestas recepção,122.00,despesa,Utilidades,OK,,
MAR26,2026-03-01,Dízimo,65.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-01,Dízimo,80.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-01,Dízimo,150.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-01,Oferta,61.00,receita,Oferta,OK,,Importação 2026
MAR26,2026-03-04,Dízimo,1325.35,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-05,Internet,100.00,despesa,Internet,OK,,
MAR26,2026-03-05,internet,103.41,despesa,Internet,OK,,
MAR26,2026-03-05,Dízimo,250.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-06,Dízimo,300.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-06,Dízimo,80.24,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-06,Dízimo,186.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-06,Dízimo,48.65,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-07,Díximo,160.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-07,Dízimo,280.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-07,Dízimo,245.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-07,Dízimo,200.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-10,Porta envelopes,148.20,despesa,Utilidades,OK,,
MAR26,2026-03-15,Oferta pregador,300.00,despesa,Pregador da noite (convidado),OK,,
MAR26,2026-03-15,Compras para igreja,25.12,despesa,Utilidades,OK,,
MAR26,2026-03-15,Dízimo,1000.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-15,Oferta,53.60,receita,Oferta,OK,,Importação 2026
MAR26,2026-03-20,Dízimo,100.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-21,Díximo,105.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-22,App,75.00,despesa,App da igreja,OK,,
MAR26,2026-03-22,Dízimo,120.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-22,Dízimo,500.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-22,Oferta,49.00,receita,Oferta,OK,,Importação 2026
MAR26,2026-03-23,Material,1794.00,despesa,Material,OK,,
MAR26,2026-03-25,material,367.00,despesa,Material de Construção,OK,,
MAR26,2026-03-26,Dízimo,163.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-26,Dízimo,200.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-27,Dízimo,75.50,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-27,Dízimo,75.50,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-29,Dízimo,20.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-29,Dízimo,130.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-30,Dízimo,109.00,receita,Dízimo,OK,,Importação 2026
MAR26,2026-03-31,Prebenda,2189.30,despesa,Prebenda Pastoral,OK,,
ABR26,2026-04-03,Dízimo,59.70,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-03,Dízimo,80.24,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-04,Dízimo,200.00,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-05,Dízimo,25.00,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-05,Díximo,325.00,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-05,Dízimo,130.00,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-05,Oferta,74.50,receita,Oferta,OK,,Importação 2026
ABR26,2026-04-07,Dízimo,250.00,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-07,Dízimo,287.10,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-07,Dízimo,300.00,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-08,mão de obra,600.00,despesa,Mão de obra,OK,,
ABR26,2026-04-08,Dízimo,250.00,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-08,Dízimo,170.00,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-09,Zeladoria,360.00,despesa,Zeladoria,OK,,
ABR26,2026-04-09,Dízimo,20.00,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-09,Dízimo,340.00,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-11,Internet,103.00,despesa,Internet,OK,,
ABR26,2026-04-12,Dízimo,100.00,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-12,Dízimo,300.00,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-14,Bebedeouro,819.00,despesa,Utilidades,OK,,
ABR26,2026-04-17,Dízimo,132.00,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-26,Água,100.00,despesa,Água,OK,,
ABR26,2026-04-26,Dízimo,235.00,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-26,Oferta,34.00,receita,Oferta,OK,,Importação 2026
ABR26,2026-04-27,Dízimo,244.00,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-28,Dízimo,200.00,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-30,Prebenda,1632.60,despesa,Prebenda Pastoral,OK,,
ABR26,2026-04-30,Dízimo,425.50,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-30,Dízimo,80.00,receita,Dízimo,OK,,Importação 2026
ABR26,2026-04-30,Dízimo,150.00,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-02,internet,102.00,despesa,Internet,OK,,
MAI26,2026-05-02,Dízimo,30.00,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-02,Dízimo,177.72,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-02,Dízimo,480.00,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-03,Enuves app,84.00,despesa,App da igreja,OK,,
MAI26,2026-05-03,Material de limpeza,23.96,despesa,Material de Limpeza,OK,,
MAI26,2026-05-03,Dízimo,50.00,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-03,Dízimo,80.24,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-03,Dízimo,200.00,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-03,Dízimo,20.00,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-03,Oferta,24.85,receita,Oferta,OK,,Importação 2026
MAI26,2026-05-04,Dízimo,325.00,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-04,,200.00,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-05,Cálices Santa Ceia,100.00,despesa,Santa Ceia,OK,,
MAI26,2026-05-05,Dízimo,250.00,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-07,Dízimo,300.00,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-07,Dízimo,307.40,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-08,Dízimo,250.00,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-10,Dízimo,200.00,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-10,Dízimo,130.00,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-10,Dízimo,250.00,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-15,Materiais de construção,34.50,despesa,Material de Construção,OK,,
MAI26,2026-05-22,Eletrica,598.00,despesa,Utilidades,OK,,
MAI26,2026-05-24,Dízimo,130.00,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-27,Material de Limpeza,19.99,despesa,Material de Limpeza,OK,,
MAI26,2026-05-29,"Parcela de 4x - 300,00",1200.00,despesa,Outros,OK,,
MAI26,2026-05-29,"Parcelas de 4x -485,00",1940.00,despesa,Outros,OK,,
MAI26,2026-05-30,Material para igreja,44.90,despesa,Material de Construção,OK,,
JUN26,2026-06-01,gasolina,119.97,despesa,Combustível,OK,,
JUN26,2026-06-01,agua,120.00,despesa,Água,OK,,
MAI26,2026-05-31,Mao de Obra,3800.00,despesa,Mão de obra,OK,,
MAI26,2026-05-31,Mao de Obra,3600.00,despesa,Mão de obra,OK,,
MAI26,2026-05-31,Dízimo,130.00,receita,Dízimo,OK,,Importação 2026
MAI26,2026-05-31,Oferta,58.00,receita,Oferta,OK,,Importação 2026
JUN26,2026-06-02,ELETRICISTA,7000.00,despesa,Mão de obra,OK,,
JUN26,2026-06-02,Mao de Obra,6000.00,despesa,Mão de obra,OK,,
JUN26,2026-06-04,Gasolina,100.00,despesa,Combustível,OK,,
JUN26,2026-06-05,Dízimo,283.00,receita,Dízimo,OK,,Importação 2026
JUN26,2026-06-07,Material de construção,120.00,despesa,Material de Construção,OK,,
JUN26,2026-06-07,Dízimo,150.00,receita,Dízimo,OK,,Importação 2026
JUN26,2026-06-07,Dízimo,130.00,receita,Dízimo,OK,,Importação 2026
JUN26,2026-06-07,Oferta,79.00,receita,Oferta,OK,,Importação 2026
JUN26,2026-06-08,Dízimo,340.00,receita,Dízimo,OK,,Importação 2026
JUN26,2026-06-10,Material de Construção,535.20,despesa,Material de Construção,OK,,
JUN26,2026-06-10,Material de Construção,399.00,despesa,Material de Construção,OK,,
JUN26,2026-06-10,Material de Construção,1389.00,despesa,Material de Construção,OK,,
JUL26,2026-07-01,App (Novo),100.00,despesa,App da igreja,OK,,
JUL26,2026-07-01,App,85.00,despesa,App da igreja,OK,,
JUL26,2026-07-01,Internet,100.00,despesa,Internet,OK,,
JUL26,2026-07-01,Dízimo,325.00,receita,Dízimo,OK,,Importação 2026
JUL26,2026-07-02,Dízimo,200.00,receita,Dízimo,OK,,Importação 2026
JUL26,2026-07-02,Dízimo,346.00,receita,Dízimo,OK,,Importação 2026
JUL26,2026-07-03,Materiais e alimentos para cantina,1291.67,despesa,Outros,OK,,
JUL26,2026-07-03,Dízimo,176.00,receita,Dízimo,OK,,Importação 2026
JUL26,2026-07-03,Dízimo,219.70,receita,Dízimo,OK,,Importação 2026
JUL26,2026-07-06,Dízimo,1320.80,receita,Dízimo,OK,,Importação 2026
JUL26,2026-07-06,Dízimo,210.00,receita,Dízimo,OK,,Importação 2026
JUL26,2026-07-06,Dízimo,250.00,receita,Dízimo,OK,,Importação 2026
JUL26,2026-07-06,Dízimo,300.00,receita,Dízimo,OK,,Importação 2026
JUL26,2026-07-12,Zeladoria,360.00,despesa,Zeladoria,OK,,
JUL26,2026-07-12,Dízimo,300.00,receita,Dízimo,OK,,Importação 2026
JUL26,2026-07-12,Dízimo,515.00,receita,Dízimo,OK,,Importação 2026
JUL26,2026-07-12,Dízimo,250.00,receita,Dízimo,OK,,Importação 2026
JUL26,2026-07-12,Dízimo,150.00,receita,Dízimo,OK,,Importação 2026
JUL26,2026-07-12,Oferta,64.50,receita,Oferta,OK,,Importação 2026
JUL26,2026-07-12,Dízimo,140.00,receita,Dízimo,OK,,Importação 2026
JUL26,2026-07-15,Dízimo,150.00,receita,Dízimo,OK,,Importação 2026
JUL26,2026-07-20,Mão de obra,250.00,despesa,Mão de obra,OK,,
JUL26,2026-07-21,Dízimo,80.00,receita,Dízimo,OK,,Importação 2026
JUL26,2026-07-26,Internet,90.00,despesa,Internet,OK,,
JUL26,2026-07-26,Dízimo,120.00,receita,Dízimo,OK,,Importação 2026
JUL26,2026-07-26,Dízimo,130.00,receita,Dízimo,OK,,Importação 2026
JUL26,2026-07-26,Oferta,42.20,receita,Oferta,OK,,Importação 2026
JUL26,2026-07-31,Dízimo,200.00,receita,Dízimo,OK,,Importação 2026
AGO26,2026-08-01,Dízimo,165.00,receita,Dízimo,OK,,Importação 2026
AGO26,2026-08-01,Dízimo,70.00,receita,Dízimo,OK,,Importação 2026
AGO26,2026-08-01,Dízimo,280.00,receita,Dízimo,OK,,Importação 2026
AGO26,2026-08-01,Dízimo,1700.00,receita,Dízimo,OK,,Importação 2026
AGO26,2026-08-01,Dízimo,340.00,receita,Dízimo,OK,,Importação 2026
AGO26,2026-08-02,Oferta,98.80,receita,Oferta,OK,,Importação 2026
AGO26,2026-08-03,Dizimo,310.00,receita,Dízimo,OK,,Importação 2026
AGO26,2026-08-05,"valor 500,00 para o Pastor Rodrigo - 1/2",250.00,despesa,Prebenda Pastoral,OK,,
AGO26,2026-08-05,Gás + Água,144.00,despesa,Água,OK,,
AGO26,2026-08-05,Valor repassado para o Pastor Rodrigo - 1.200 3/4,300.00,despesa,Prebenda Pastoral,OK,,
AGO26,2026-08-05,Despesas - Convistos 2/2,223.00,despesa,Pregador da noite (convidado),OK,,
AGO26,2026-08-05,Cesta básica,162.91,despesa,Outros,OK,,
AGO26,2026-08-05,bebedouro 4/4,204.75,despesa,Utilidades,OK,,
AGO26,2026-08-23,2 Baterias 9v,55.00,despesa,Instrumentos & Acessórios,OK,,
AGO26,2026-08-23,Dízimo,100.00,receita,Dízimo,OK,,Importação 2026
AGO26,2026-08-23,Dízimo,130.00,receita,Dízimo,OK,,Importação 2026
AGO26,2026-08-26,Dízimo,50.00,receita,Dízimo,OK,,Importação 2026
AGO26,2026-08-26,Dizimo,234.00,receita,Dízimo,OK,,Importação 2026
AGO26,2026-08-26,Dízimo,40.00,receita,Dízimo,OK,,Importação 2026
AGO26,2026-08-26,oferta,4.00,receita,Oferta,OK,,Importação 2026
AGO26,2026-08-30,Dízimo,130.00,receita,Dízimo,OK,,Importação 2026
AGO26,2026-08-30,Oferta,65.00,receita,Oferta,OK,,Importação 2026
